trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected
295,regular,psi,"[7, 8]","{7: 'withhold', 8: 'coherent_flip'}",1,0,1,[7],1,1,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1,1,0,1,0,1,0,0,0.4624187200275935,0.4624187200275935,,,,0.01,8,2,False,False
296,regular,psi,"[2, 4]","{4: 'equivocate', 2: 'coherent_flip'}",1,1,0,[4],1,1,"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]",0,0,0,0,1,0,1,0,0.9186053826209672,0.46241872045605026,,,,0.01,8,2,False,False
297,regular,psi,"[3, 5]","{5: 'equivocate', 3: 'coherent_flip'}",1,1,0,[5],1,1,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0]",0,0,0,0,0,1,1,0,0.9186053694170129,0.30749017146983887,,,,0.01,8,2,False,False
298,verification,verification,"[4, 8]","{8: 'withhold', 4: 'withhold'}",0,0,2,"[4, 8]",2,0,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]",0,0,0,0,0,0,1,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
299,regular,psi,"[1, 2]","{1: 'withhold', 2: 'equivocate'}",0,1,1,"[1, 2]",2,0,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]","[0, 1, 1, 1, 0, 0, 1, 1]",0,1,1,1,0,1,0,1,0.4624187088292415,0.9186053709941584,,,,0.01,8,2,False,False
300,regular,psi,"[4, 7]","{4: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",1,1,0,0,0,1,0,0,0.31148571716040085,0.46241872562676944,,,,0.01,8,2,False,False
301,regular,psi,"[3, 6]","{3: 'equivocate', 6: 'coherent_flip'}",1,1,0,[3],1,1,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",1,0,0,1,0,0,0,0,0.31148575721154637,0.46241868557562393,,,,0.01,8,2,False,False
302,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",1,0,1,0,1,0,1,1,0.9186052662602643,0.9186052662602643,,,,0.01,8,2,False,False
303,regular,psi,"[4, 7]","{4: 'equivocate', 7: 'equivocate'}",0,2,0,"[4, 7]",2,0,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",0,0,1,1,0,0,0,1,0.31148578334903054,0.918605307888559,,,,0.01,8,2,False,False
304,verification,verification,"[2, 4]","{4: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 4]",2,0,"[0, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]",0,1,1,1,0,1,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
305,regular,psi,"[4, 8]","{4: 'equivocate', 8: 'withhold'}",0,1,1,"[4, 8]",2,0,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 1]",0,1,1,1,0,1,0,1,0.46241865926578957,0.9186052929341241,,,,0.01,8,2,False,False
306,regular,psi,"[2, 7]","{7: 'coherent_flip', 2: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 1]",1,1,0,0,0,0,0,0,0.31148578623289674,0.31148578623289674,,,,0.01,8,2,False,False
307,verification,verification,"[7, 8]","{8: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 1, 1]",0,1,1,1,1,1,0,0,,,Psi+,False,0.026165407816788465,0.01,8,2,False,False
308,regular,psi,"[1, 4]","{4: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 4]",2,0,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]",0,1,1,0,0,1,0,1,0.3114857586534804,0.9186053394413579,,,,0.01,8,2,False,False
309,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 7]",2,0,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 1, 0]",1,0,1,0,1,0,1,1,0.9186053477405408,0.9186053477405408,,,,0.01,8,2,False,False
310,verification,verification,"[6, 7]","{7: 'withhold', 6: 'equivocate'}",0,1,1,"[6, 7]",2,0,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 0, 1]",0,0,1,0,0,0,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False
311,regular,psi,"[1, 5]","{1: 'withhold', 5: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]",1,0,1,1,1,1,0,0,0.307490236183283,0.307490236183283,,,,0.01,8,2,False,False
312,regular,psi,"[7, 8]","{8: 'equivocate', 7: 'withhold'}",0,1,1,"[7, 8]",2,0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 0, 1, 0, 0, 0]",0,1,1,1,0,1,0,1,0.4624187169713749,0.9186053282430062,,,,0.01,8,2,False,False
313,regular,psi,"[6, 7]","{6: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1]",1,1,0,1,0,1,0,0,0.46241870577302324,0.46241870577302324,,,,0.01,8,2,False,False
314,regular,psi,"[6, 7]","{6: 'equivocate', 7: 'equivocate'}",0,2,0,"[6, 7]",2,0,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 1, 0, 0]",0,0,1,1,0,0,0,1,0.3114858218942951,0.9186052830577923,,,,0.01,8,2,False,False
315,regular,psi,"[3, 6]","{3: 'equivocate', 6: 'coherent_flip'}",1,1,0,[3],1,1,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0]",0,0,1,1,1,0,0,0,0.3114857492495739,0.46241870986357453,,,,0.01,8,2,False,False
316,regular,psi,"[5, 8]","{5: 'withhold', 8: 'withhold'}",0,0,2,"[5, 8]",2,0,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]",1,0,1,0,1,0,1,1,0.9186053078885591,0.9186053078885591,,,,0.01,8,2,False,False
317,regular,zero,"[1, 4]","{4: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 4]",2,0,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]",1,1,0,0,1,1,0,1,0.04780893099023299,0.952191069009767,,,,0.01,8,2,True,False
318,regular,psi,"[2, 5]","{5: 'equivocate', 2: 'equivocate'}",0,2,0,"[2, 5]",2,0,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]",0,1,1,0,0,1,0,1,0.31148578046516384,0.9186053244869234,,,,0.01,8,2,False,False
319,regular,psi,"[4, 7]","{4: 'equivocate', 7: 'coherent_flip'}",1,1,0,[4],1,1,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]",0,1,1,0,0,0,0,0,0.31148573395792883,0.3074901862186712,,,,0.01,8,2,False,False
320,regular,psi,"[6, 7]","{7: 'withhold', 6: 'withhold'}",0,0,2,"[6, 7]",2,0,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",0,1,0,1,0,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
321,regular,psi,"[4, 5]","{4: 'coherent_flip', 5: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",1,0,0,1,0,1,0,0,0.3114857380512212,0.3114857380512212,,,,0.01,8,2,False,False
322,regular,psi,"[3, 4]","{3: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]",1,0,0,1,1,1,0,0,0.31148574924957395,0.30749017146983887,,,,0.01,8,2,False,False
323,regular,psi,"[2, 6]","{6: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 6]",2,0,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 1]",0,0,1,0,0,0,0,1,0.4624187154627508,0.9186053638178365,,,,0.01,8,2,False,False
324,regular,psi,"[2, 5]","{2: 'equivocate', 5: 'withhold'}",0,1,1,"[2, 5]",2,0,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]",0,1,1,1,0,1,0,1,0.4624186931586609,0.918605293107451,,,,0.01,8,2,False,False
325,regular,psi,"[2, 5]","{5: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 5]",2,0,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",0,1,1,1,0,1,0,1,0.4624187109437423,0.918605311017022,,,,0.01,8,2,False,False
326,regular,psi,"[6, 7]","{6: 'withhold', 7: 'equivocate'}",0,1,1,"[6, 7]",2,0,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 0]",0,1,0,0,0,1,0,1,0.3074901862186712,0.9186053709941584,,,,0.01,8,2,False,False
327,regular,psi,"[1, 6]","{6: 'equivocate', 1: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]",1,0,0,1,1,1,0,0,0.31148574924957395,0.3074901714698389,,,,0.01,8,2,False,False
328,regular,psi,"[2, 8]","{8: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 1]",1,0,1,0,0,0,1,0,0.9186052714309835,0.46241866887071137,,,,0.01,8,2,False,False
329,regular,psi,"[2, 5]","{2: 'equivocate', 5: 'equivocate'}",0,2,0,"[2, 5]",2,0,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 1, 0]",1,1,0,0,1,1,0,1,0.31148577028028884,0.9186053278145495,,,,0.01,8,2,False,False
330,regular,psi,"[5, 7]","{7: 'equivocate', 5: 'equivocate'}",0,2,0,"[5, 7]",2,0,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 0]",0,0,0,0,0,0,1,1,0.9186052846349431,0.9186052846349431,,,,0.01,8,2,False,False
331,regular,plus,"[4, 5]","{4: 'withhold', 5: 'coherent_flip'}",1,0,1,[4],1,1,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]",1,0,1,1,1,1,0,0,0.047808915376663215,0.047808915376663215,,,,0.01,8,2,True,True
332,regular,psi,"[2, 6]","{2: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0]",1,1,0,1,0,1,0,0,0.4624187317838253,0.4624187317838253,,,,0.01,8,2,False,False
333,regular,psi,"[3, 6]","{3: 'withhold', 6: 'withhold'}",0,0,2,"[3, 6]",2,0,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 1]",0,0,0,0,0,0,1,1,0.9186053128601146,0.9186053128601146,,,,0.01,8,2,False,False
334,regular,psi,"[7, 8]","{7: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]",0,1,1,0,1,0,0,0,0.3114857804651639,0.3114857804651639,,,,0.01,8,2,False,False
335,regular,psi,"[2, 6]","{2: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]",0,1,1,1,1,1,0,0,0.46241870473869057,0.46241870473869057,,,,0.01,8,2,False,False
336,regular,psi,"[5, 7]","{5: 'equivocate', 7: 'equivocate'}",0,2,0,"[5, 7]",2,0,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 1, 1, 1, 0]",1,1,1,1,1,1,1,1,0.9186052931074509,0.9186052931074509,,,,0.01,8,2,False,False
337,regular,psi,"[2, 7]","{2: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1]",0,1,1,1,1,1,0,0,0.4624187084007847,0.4624187084007847,,,,0.01,8,2,False,False
338,regular,psi,"[2, 8]","{8: 'withhold', 2: 'coherent_flip'}",1,0,1,[8],1,1,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]",1,1,0,1,0,1,0,0,0.46241870577302324,0.46241870577302324,,,,0.01,8,2,False,False
339,regular,psi,"[3, 5]","{5: 'coherent_flip', 3: 'withhold'}",1,0,1,[3],1,1,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0,0.3074902193857555,0.3074902193857555,,,,0.01,8,2,False,False
340,regular,psi,"[6, 7]","{7: 'equivocate', 6: 'coherent_flip'}",1,1,0,[7],1,1,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]",0,1,1,0,1,1,0,0,0.3114857484686063,0.4624187375972292,,,,0.01,8,2,False,False
341,regular,psi,"[1, 2]","{2: 'withhold', 1: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]",1,1,1,0,1,0,0,0,0.3074901864614113,0.3074901864614113,,,,0.01,8,2,False,False
342,regular,psi,"[3, 5]","{3: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1]",1,0,1,0,1,1,1,0,0.918605307888559,0.30749020604560534,,,,0.01,8,2,False,False
343,regular,plus,"[3, 6]","{6: 'equivocate', 3: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 1, 1, 1]",0,0,1,1,0,1,0,0,0.047808915376663215,0.047808915376663215,,,,0.01,8,2,True,True
344,regular,psi,"[1, 3]","{1: 'equivocate', 3: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",1,0,1,0,1,1,1,0,0.9186052966902076,0.3074902172439567,,,,0.01,8,2,False,False
345,regular,psi,"[7, 8]","{8: 'withhold', 7: 'equivocate'}",0,1,1,"[7, 8]",2,0,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 1]",1,0,1,1,1,0,0,1,0.30749017146983887,0.9186053694170129,,,,0.01,8,2,False,False
346,regular,psi,"[2, 8]","{2: 'withhold', 8: 'equivocate'}",0,1,1,"[2, 8]",2,0,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,1,0.4624187027168051,0.9186053078885591,,,,0.01,8,2,False,False
347,regular,psi,"[6, 8]","{6: 'withhold', 8: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0]",1,1,0,1,0,1,0,0,0.4624186623220065,0.4624186623220065,,,,0.01,8,2,False,False
348,regular,psi,"[1, 7]","{7: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]",1,0,1,1,1,1,0,0,0.3074902094722887,0.3074902094722887,,,,0.01,8,2,False,False
349,regular,psi,"[5, 7]","{5: 'withhold', 7: 'withhold'}",0,0,2,"[5, 7]",2,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]",0,1,0,1,0,1,1,1,0.9186053394413579,0.9186053394413579,,,,0.01,8,2,False,False
350,verification,verification,"[5, 7]","{7: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",1,1,1,1,1,0,1,0,,,Phi-,False,0.026165366952579268,0.01,8,2,False,False
351,regular,psi,"[2, 5]","{5: 'equivocate', 2: 'equivocate'}",0,2,0,"[2, 5]",2,0,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 1]",1,1,0,0,1,1,0,1,0.3114857484686063,0.9186053427689833,,,,0.01,8,2,False,False
352,regular,psi,"[2, 7]","{7: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 7]",2,0,"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 1, 1]",1,1,1,0,1,1,0,1,0.3074902189572987,0.9186053166161979,,,,0.01,8,2,False,False
353,regular,psi,"[1, 7]","{1: 'withhold', 7: 'coherent_flip'}",1,0,1,[1],1,1,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1]",1,1,1,0,1,0,0,0,0.30749019784548004,0.30749019784548004,,,,0.01,8,2,False,False
354,regular,psi,"[7, 8]","{8: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,1,1,1,0,0,0.31148577172222247,0.31148577172222247,,,,0.01,8,2,False,False
355,regular,psi,"[1, 7]","{7: 'equivocate', 1: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 1, 1]",0,1,0,1,0,0,1,0,0.9186053278145495,0.30749020775894703,,,,0.01,8,2,False,False
356,regular,psi,"[2, 4]","{2: 'equivocate', 4: 'withhold'}",0,1,1,"[2, 4]",2,0,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]",1,0,0,0,1,0,0,1,0.4624187098635745,0.9186053694170129,,,,0.01,8,2,False,False
357,regular,psi,"[2, 6]","{2: 'withhold', 6: 'equivocate'}",0,1,1,"[2, 6]",2,0,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 1, 0, 1]",1,0,0,0,1,0,0,1,0.4624186804975201,0.9186052830577923,,,,0.01,8,2,False,False
358,verification,verification,"[2, 6]","{6: 'equivocate', 2: 'coherent_flip'}",1,1,0,[6],1,1,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1]",1,1,1,1,0,1,1,0,,,Psi+,False,0.026165407891294203,0.01,8,2,False,False
359,verification,verification,"[1, 8]","{8: 'withhold', 1: 'coherent_flip'}",1,0,1,[8],1,1,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",1,0,1,1,1,1,0,0,,,Phi-,False,0.026165381853740906,0.01,8,2,False,False
360,regular,plus,"[2, 6]","{6: 'withhold', 2: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0.9521910846233366,0.9521910846233366,,,,0.01,8,2,True,False
361,regular,psi,"[1, 7]","{7: 'equivocate', 1: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 0, 1]",0,0,0,0,0,1,1,0,0.9186053143446482,0.3074901995895162,,,,0.01,8,2,False,False
362,regular,psi,"[2, 3]","{3: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 3]",2,0,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]",1,0,0,0,1,0,0,1,0.46241870986357453,0.9186053694170129,,,,0.01,8,2,False,False
363,regular,psi,"[1, 4]","{1: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",0,1,1,0,0,0,0,0,0.31148578046516384,0.30749023272590625,,,,0.01,8,2,False,False
364,regular,psi,"[5, 7]","{5: 'withhold', 7: 'coherent_flip'}",1,0,1,[5],1,1,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 0]",0,1,0,0,0,0,0,0,0.30749023272590625,0.30749023272590625,,,,0.01,8,2,False,False
365,regular,zero,"[1, 6]","{1: 'equivocate', 6: 'equivocate'}",0,2,0,"[1, 6]",2,0,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",1,1,0,0,1,1,0,1,0.04780893099023299,0.952191069009767,,,,0.01,8,2,True,False
366,verification,verification,"[1, 3]","{1: 'equivocate', 3: 'equivocate'}",0,2,0,"[1, 3]",2,0,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]",0,0,0,0,0,0,1,1,,,Phi+,True,0.9215037650318076,0.01,8,2,False,False
367,verification,verification,"[4, 7]","{7: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,1,1,1,0,0,,,Phi-,False,0.026165396754902544,0.01,8,2,False,False
368,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 1, 0]",0,1,0,1,0,0,1,0,0.9186053298201542,0.3074902220793192,,,,0.01,8,2,False,False
